1162,N-TT,UNDERGRADUATE,Modern Literature,EN,e.spirovska
1162,N-LAW,MASTER,Family Law,AL,e.zendeli
1162,N-LAW,MASTER,Master Thesis,AL,e.zendeli
1162,N-LAW,UNDERGRADUATE,Civil Procedure Law,AL,e.zendeli
1162,N-PA,UNDERGRADUATE,Introduction to Political Economy,AL,elmi.aziri
1162,N-PA,UNDERGRADUATE,Theories of Organizational Behaviour,AL,elmi.aziri
1162,N-PA,UNDERGRADUATE,Politics of International Economic Relations,AL,elmi.aziri
1162,N-BA,PHD,Monetary Economy,EN,f.besimi
1162,N-BA,UNDERGRADUATE,Principles of Accounting,AL,f.deari
1162,N-BA,UNDERGRADUATE,Portfolio Management,AL,f.deari
1162,N-TT,UNDERGRADUATE,Contemporary German Language II,EN,f.emurllai
1162,N-TT,UNDERGRADUATE,Contemporary German Language IV,AL,f.emurllai
1162,N-TT,UNDERGRADUATE,Contemporary German Language VI,AL,f.emurllai
1162,N-CST,UNDERGRADUATE,Web Services,AL,f.ismaili
1162,N-CST,UNDERGRADUATE,Distributed Systems,AL,f.ismaili
1162,N-CST,UNDERGRADUATE,Capstone Project,AL,f.ismaili
1162,N-CST,MASTER,Learning and Teaching Through ICT ? Online,AL,f.krasniqi
1162,N-BA,MASTER,Total Quality Management,EN,g.rexhepi
1162,N-BA,UNDERGRADUATE,Strategy II,EN,g.rexhepi
1162,N-BA,UNDERGRADUATE,Organizational Behavior,AL,g.rexhepi
1162,N-BA,UNDERGRADUATE,Startegic Management,AL,g.rexhepi
1162,N-TT,MASTER,Developmental Tendencies of Contemporary German La,AL,g.xhaferi
1162,N-TT,MASTER,Master Thesis,AL,g.xhaferi
1162,N-TT,UNDERGRADUATE,Phonetics and phonology,EN,g.xhaferi
1162,N-TT,UNDERGRADUATE,Syntax,AL,g.xhaferi
1162,N-BA,MASTER,Corporate Finances,AL,h.abazi
1162,N-BA,MASTER,Finance,EN,h.abazi
1162,N-BA,UNDERGRADUATE,Financial Markets and Institutions,AL,h.abazi
1162,N-TT,MASTER,Methods of Critical Literature and Interpretation ,AL,h.behluli
1162,N-TT,UNDERGRADUATE,History of German Literature of the 18th century,EN,h.behluli
1162,N-TT,UNDERGRADUATE,History of German Literature of the 20th century  ,AL,h.behluli
1162,LC,UNDERGRADUATE,English Language Level 2 ,EN,h.hajrullai
1162,LC,UNDERGRADUATE,English Language Level 3 ,EN,h.hajrullai
1162,LC,UNDERGRADUATE,Academic English,EN,h.hajrullai
1162,LC,UNDERGRADUATE,English for specific purposes II  LAW  PA  COMM ,EN,h.hajrullai
1162,N-PA,UNDERGRADUATE,Social Psychology,AL,h.islami
1162,N-PA,MASTER,Master Thesis,AL,h.jashari
1162,N-PA,PHD,Review and Approval of the Doctoral Dissertation P,AL,h.jashari
1162,N-PA,UNDERGRADUATE,Evaluation of Programs in Public Sector,AL,h.jashari
1162,N-PA,UNDERGRADUATE,Globalization as a phenomenon in modern societies,AL,h.jashari
1162,N-PA,UNDERGRADUATE,Social State and Policy,AL,h.jashari
1162,N-BA,UNDERGRADUATE,Basic Statistics,AL,h.snopce
1162,N-CST,UNDERGRADUATE,Applied Probability and Statistics,AL,h.snopce
1162,N-CST,UNDERGRADUATE,Capstone Project,AL,i.iljazi
1162,N-TT,MASTER,Sociolinguistics,AL,i.maksuti
1162,N-TT,UNDERGRADUATE,Translation from German into Albanian/Macedonian,AL,i.maksuti
1162,N-LAW,MASTER,Organized Crime,AL,i.zejneli
1162,N-LAW,MASTER,Master Thesis,AL,i.zejneli
1162,N-LAW,MASTER,Juvenile Deliquency,AL,i.zejneli
1162,N-LAW,PHD,Criminal Procedural Law - depth program,AL,i.zejneli
1162,N-LAW,UNDERGRADUATE,Criminal Law,AL,i.zejneli
1162,N-LAW,MASTER,Criminal Procedural Law,AL,i.zejneli
1162,N-BA,MASTER,Management and Leadership,AL,i.zeqiri
1162,N-BA,PHD,Global Strategic Management - Advanced level,AL,i.zeqiri
1162,N-BA,UNDERGRADUATE,Startegic Management,AL,i.zeqiri
1162,N-PA,UNDERGRADUATE,Political Management,AL,j.abdullai
1162,N-PA,PHD,Review and Approval of the Doctoral Dissertation P,AL,j.abdullai
1162,N-PA,UNDERGRADUATE,Management of Human Resources in Public Sector,AL,j.abdullai
1162,N-CST,UNDERGRADUATE,Databases,AL,j.ajdari
1162,N-CST,UNDERGRADUATE,Databases,MK,j.ajdari
1162,N-CST,UNDERGRADUATE,Databases,EN,j.ajdari
1162,N-BA,UNDERGRADUATE,Financial Accounting,MK,j.mazllami
1162,N-BA,UNDERGRADUATE,Financial Accounting,AL,j.mazllami
1162,N-LAW,UNDERGRADUATE,Constitutional Law,AL,j.mc-lauchlan
1162,N-LAW,MASTER,Master Thesis,AL,j.shasivari
1162,N-LAW,UNDERGRADUATE,Constitutional Law,AL,j.shasivari
1162,N-LAW,UNDERGRADUATE,Constitutional Law,MK,j.shasivari
1162,N-LAW,UNDERGRADUATE,Police Law,AL,j.shasivari
1162,N-LAW,UNDERGRADUATE,Political Parties and Electoral Systems,AL,j.shasivari
1162,N-BA,MASTER,Consumer Behaviour,AL,j.zekiri
1162,N-CST,UNDERGRADUATE,Marketing,EN,j.zekiri
1162,LC,UNDERGRADUATE,English Language Level 4 ,EN,jeta.rushidi
1162,N-TT,UNDERGRADUATE,English Language Skills 2,EN,jeta.rushidi
1162,N-TT,UNDERGRADUATE,Lexicology,EN,jeta.rushidi
1162,N-TT,UNDERGRADUATE,Contrastive Analysis,EN,jeta.rushidi
1162,LC,UNDERGRADUATE,Macedonian Language 2  LPC ,EN,k.markovic
1162,LC,UNDERGRADUATE,Macedonian Language 2  BC ,EN,k.markovic
1162,N-TT,UNDERGRADUATE,Introduction to Political Sciences,AL,k.metaj
